ID,名前,肩書き,シリーズ番号,シリーズ,手持ち1,手持ち2,手持ち3,手持ち4,手持ち5,手持ち6,画像ファイル,くれるもの,地方,会える場所,表示順,タイプ,アニメ登場回
1442,ショウ,エリートトレーナー,3,ルビー・サファイア,ライボルト,ベトベトン,,,,,m,2064円,ホウエン地方,チャンピオンロード,6,,
1443,アイリ,エリートトレーナー,3,ルビー・サファイア,ロゼリア,,,,,,f,2112円,ホウエン地方,チャンピオンロード,6,,
1444,コウキ,エリートトレーナー,3,ルビー・サファイア,ノクタス,,,,,,m,2112円,ホウエン地方,チャンピオンロード,6,,
1445,エリコ,エリートトレーナー,3,ルビー・サファイア,ネンドール,,,,,,f,2112円,ホウエン地方,チャンピオンロード,6,,
1446,タクヤ,エリートトレーナー,3,ルビー・サファイア,ドードリオ,コドラ,ユンゲラー,,,,m,2016円,ホウエン地方,チャンピオンロード,6,,
1447,カズミ,エリートトレーナー,3,ルビー・サファイア,ノズパス,チャーレム,ルンパッパ,,,,f,2016円,ホウエン地方,チャンピオンロード,6,,
1448,ヒヅキ,エリートトレーナー,3,ルビー・サファイア,サンドパン,キュウコン,,,,,f,2064円,ホウエン地方,チャンピオンロード,6,,
1449,カケル,エリートトレーナー,3,ルビー・サファイア,カクレオン,サイホーン,ドククラゲ,,,,m,2016円,ホウエン地方,チャンピオンロード,6,,
1450,コトミ,エリートトレーナー,3,ルビー・サファイア,クチート,ヤミラミ,,,,,f,2064円,ホウエン地方,チャンピオンロード,6,,
1451,リョウヘイ,エリートトレーナー,3,ルビー・サファイア,オオスバメ,ユンゲラー,ライボルト,ダーテング,,,m,2016円,ホウエン地方,チャンピオンロード,6,,
1452,ユウト,エリートトレーナー,3,ルビー・サファイア,ヤミラミ,チャーレム,サメハダー,,,,m,2112円,ホウエン地方,カラクリやしき,6,,
1453,マコト,エリートトレーナー,3,ルビー・サファイア,クチート,スターミー,,,,,m,2208円,ホウエン地方,カラクリやしき,6,,
1454,アンナ,エリートトレーナー,3,ルビー・サファイア,コドラ,ライボルト,,,,,f,2160円,ホウエン地方,カラクリやしき,6,,
1455,シュウサク,エリートトレーナー,3,ルビー・サファイア,ヘラクロス,ボーマンダ,メタグロス,,,,m,,ホウエン地方,トクサネシティ,6,,
1456,ミスケ,エリートトレーナー,3,ルビー・サファイア,サマヨール,クロバット,レジスチル,,,,m,,ホウエン地方,トクサネシティ,6,,
1457,トシコ,エリートトレーナー,3,ルビー・サファイア,シザリガー,マルマイン,バシャーモ,,,,f,,ホウエン地方,トクサネシティ,6,,
1458,ヒエイ,エリートトレーナー,3,ルビー・サファイア,オニゴーリ,エアームド,レジロック,,,,m,,ホウエン地方,トクサネシティ,6,,
1459,シズ,エリートトレーナー,3,ルビー・サファイア,スターミー,キノガッサ,ケッキング,,,,f,,ホウエン地方,トクサネシティ,6,,
1460,イハラ,エリートトレーナー,3,ルビー・サファイア,ダーテング,ホエルオー,ケッキング,,,,m,,ホウエン地方,トクサネシティ,6,,
1461,ウマミ,エリートトレーナー,3,ルビー・サファイア,アーマルド,ボスゴドラ,メタグロス,,,,f,,ホウエン地方,トクサネシティ,6,,
1462,ミハル,エリートトレーナー,3b,エメラルド,プクリン,,,,,,f,1248円,ホウエン地方,トウカジム,8,,
1463,セイカ,エリートトレーナー,3b,エメラルド,ライボルト,オオスバメ,ライボルト,,,,f,1152円,ホウエン地方,108ばんすいどう,8,,
1464,カズヒロ,エリートトレーナー,3b,エメラルド,ライボルト,,,,,,m,1440円,ホウエン地方,120ばんどうろ,8,,
1465,セツオ,エリートトレーナー,3b,エメラルド,ライボルト,ダーテング,,,,,m,1392円,ホウエン地方,121ばんどうろ,8,,
1466,トキコ,エリートトレーナー,3b,エメラルド,パッチール,ドゴーム（バクオング）,ヤルキモノ（ケッキング）,,,,f,1392円、1680円、1776円、1872円、1968円,ホウエン地方,121ばんどうろ,8,,
1467,ミワ,エリートトレーナー,3b,エメラルド,アブソル,,,,,,f,540円,ホウエン地方,123ばんどうろ,8,,
1468,ヨシオ,エリートトレーナー,3b,エメラルド,オオスバメ,ナックラー,ホエルコ,レアコイル,ダーテング,,m,1344円,ホウエン地方,123ばんどうろ,8,,
1469,エミリ,エリートトレーナー,3b,エメラルド,ライボルト,マッスグマ,,,,,f,1536円,ホウエン地方,127ばんすいどう,8,,
1470,ジュン,エリートトレーナー,3b,エメラルド,ダーテング,ノズパス,,,,,m,1632円,ホウエン地方,128ばんすいどう,8,,
1471,ナルミ,エリートトレーナー,3b,エメラルド,ペリッパー,バクーダ,,,,,f,1584円,ホウエン地方,132ばんすいどう,8,,
1472,リョウスケ,エリートトレーナー,3b,エメラルド,カクレオン,ドゴーム,,,,,m,1584円,ホウエン地方,132ばんすいどう,8,,
1473,リツコ,エリートトレーナー,3b,エメラルド,ライボルト,,,,,,f,1632円,ホウエン地方,134ばんすいどう,8,,
1474,スズカ,エリートトレーナー,3b,エメラルド,サーナイト,ケッキング,,,,,f,2064円,ホウエン地方,チャンピオンロード,8,,
1475,タダトシ,エリートトレーナー,3b,エメラルド,ケッキング,サマヨール,,,,,m,2064円,ホウエン地方,チャンピオンロード,8,,
1476,テッペイ,エリートトレーナー,3b,エメラルド,ルナトーン,ソルロック,,,,,m,2064円,ホウエン地方,チャンピオンロード,8,,
1477,ヒロエ,エリートトレーナー,3b,エメラルド,ヤミラミ,アブソル,,,,,f,2064円,ホウエン地方,チャンピオンロード,8,,
1478,ヒヅキ,エリートトレーナー,3b,エメラルド,サンドパン,キュウコン,トロピウス,,,,f,2016円,ホウエン地方,チャンピオンロード,8,,
1479,ココロ,エリートトレーナー,3b,エメラルド,ネンドール,ランターン,,,,,f,2064円,ホウエン地方,チャンピオンロード,8,,
1480,コウジロウ,エリートトレーナー,3b,エメラルド,チャーレム,ネンドール,,,,,m,2064円,ホウエン地方,チャンピオンロード,8,,
1481,アイナ,エリートトレーナー,3b,エメラルド,コドラ,ライボルト,,,,,f,2160円,ホウエン地方,カラクリやしき,8,,
1482,アキオミ,エリートトレーナー,3b,エメラルド,クチート,グランブル,ギャラドス,グラエナ,アメモース,ボーマンダ,m,,ホウエン地方,トレーナータワー,8,,
1483,カナメ,エリートトレーナー,3b,エメラルド,ケッキング,ガルーラ,ザングース,カビゴン,ミルタンク,リングマ,m,,ホウエン地方,トレーナータワー,8,,
1484,ナオユキ,エリートトレーナー,3b,エメラルド,キングラー,バンギラス,カイリュー,オオスバメ,カイリキー,リングマ,m,,ホウエン地方,トレーナータワー,8,,
1485,ナズナ,エリートトレーナー,3b,エメラルド,サマヨール,キュウコン,ジュペッタ,サンダース,フーディン,スターミー,f,,ホウエン地方,トレーナータワー,8,,
1486,アヤカ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,マダツボミ,ナゾノクサ,ウツドン,クサイハナ,フシギソウ,,f,792円,カントー地方,タマムシジム,7,,
1487,カズシ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,サンドパン,ゴローン,イワーク,ゴローン,ガラガラ,,m,1368円,カントー地方,トキワジム,7,,
1488,レイジ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ガラガラ,ガラガラ,サイホーン,ニドリーナ,ニドクイン,,m,1404円,カントー地方,トキワジム,7,,
1489,タクヤ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,サンドパン,サンドパン,サイホーン,ニドリーノ,ニドキング,,m,1404円,カントー地方,トキワジム,7,,
1490,カナコ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ペルシアン,ポニータ,ギャロップ,ロコン,キュウコン,,f,1512円,カントー地方,チャンピオンロード,7,,
1491,アサオ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ラッタ,フシギソウ,カメール,リザード,リザードン,,m,1512円,カントー地方,チャンピオンロード,7,,
1492,カズマ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ナッシー,サンドパン,パルシェン,マルマイン,ウインディ,,m,1512円,カントー地方,チャンピオンロード,7,,
1493,サヤカ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ピッピ,プリン,ペルシアン,ジュゴン,ラッキー,,f,1512円,カントー地方,チャンピオンロード,7,,
1494,シュウ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,キングラー,ニョロゾ,ドククラゲ,シードラ,カメックス,,m,1548円,カントー地方,チャンピオンロード,7,,
1495,コトミ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,マダツボミ,ウツドン,ウツボット,パラス,パラセクト,,f,1512円,カントー地方,チャンピオンロード,7,,
1496,マコト,エリートトレーナー,1c,ファイアレッド・リーフグリーン,サイドン,ヤドラン,リングマ,ゴーリキー（カイリキー）,ガルーラ,,m,1800円,カントー地方,しっぽうけいこく,7,,
1497,カズミ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ペルシアン,ジュゴン,キュウコン,ギャロップ,キリンリキ,,f,1800円,カントー地方,しっぽうけいこく,7,,
1498,シュウ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,キングドラ,ゴローニャ,カイリュー,バンギラス,デンリュウ,フシギバナ,m,,カントー地方,トレーナータワー,7,,
1499,イクヨ,エリートトレーナー,1c,ファイアレッド・リーフグリーン,ガルーラ,ラプラス,ウインディ,ライチュウ,トゲチック,カビゴン,f,,カントー地方,トレーナータワー,7,,
1500,チハル,エリートトレーナー,1c,ファイアレッド・リーフグリーン,スターミー,カメックス,キングドラ,ヌオー,ラプラス,カイリュー,f,,カントー地方,トレーナータワー,7,,
1501,カツマサ,エリートトレーナー,4,ダイヤモンド・パール,モウカザル,ルクシオ,ギャラドス,,,,m,1380円、2340円、3540円,シンオウ地方,215ばんどうろ,9,,
1502,エリナ,エリートトレーナー,4,ダイヤモンド・パール,ニャルマー（ブニャット）,ユンゲラー（フーディン）,,,,,f,1380円、2400円、3600円,シンオウ地方,215ばんどうろ,9,,
1503,スズカ,エリートトレーナー,4,ダイヤモンド・パール,ポニータ,ハヤシガメ,,,,,f,1620円,シンオウ地方,210ばんどうろ,9,,
1504,ジュンヤ,エリートトレーナー,4,ダイヤモンド・パール,ガーメイル,イワーク,ルクシオ,,,,m,1620円,シンオウ地方,210ばんどうろ,9,,
1505,レイト,エリートトレーナー,4,ダイヤモンド・パール,ゴース,ゴースト,ゲンガー,,,,m,1800円,シンオウ地方,ヨスガジム,9,,
1506,ユウカ,エリートトレーナー,4,ダイヤモンド・パール,ムウマ,フワライド,,,,,f,1800円,シンオウ地方,ヨスガジム,9,,
1507,カツヨシ,エリートトレーナー,4,ダイヤモンド・パール,ポニータ,ゴースト,フローゼル,,,,m,2040円,シンオウ地方,こうてつじま,9,,
1508,レイナ,エリートトレーナー,4,ダイヤモンド・パール,ペリッパー,ウソッキー,,,,,f,1980円,シンオウ地方,こうてつじま,9,,
1509,タクミ,エリートトレーナー,4,ダイヤモンド・パール,スコルピ,ハガネール,,,,,m,1920円,シンオウ地方,ミオジム,9,,
1510,マユコ,エリートトレーナー,4,ダイヤモンド・パール,マリルリ,,,,,,f,1980円,シンオウ地方,ミオジム,9,,
1511,ホノカ,エリートトレーナー,4,ダイヤモンド・パール,チェリム,マリル,ミミロップ,,,,f,2040円、3240円,シンオウ地方,221ばんどうろ,9,,
1512,アキラ,エリートトレーナー,4,ダイヤモンド・パール,ムクバード,キリンリキ,,,,,m,1980円、3300円,シンオウ地方,221ばんどうろ,9,,
1513,ユウマ,エリートトレーナー,4,ダイヤモンド・パール,エテボース,ユンゲラー,,,,,sm,2100円,シンオウ地方,216ばんどうろ,9,,
1514,マドカ,エリートトレーナー,4,ダイヤモンド・パール,ゴルダック,ウソッキー,ポニータ,,,,sf,1980円,シンオウ地方,216ばんどうろ,9,,
1515,ナオコ,エリートトレーナー,4,ダイヤモンド・パール,ミミロップ,,,,,,sf,2220円,シンオウ地方,216ばんどうろ,9,,
1516,ヒロユキ,エリートトレーナー,4,ダイヤモンド・パール,バリヤード,ニューラ,ゴーリキー,,,,sm,2100円,シンオウ地方,216ばんどうろ,9,,
1517,ミキト,エリートトレーナー,4,ダイヤモンド・パール,ライチュウ,ペリッパー,ヒポポタス,,,,sm,2280円、3240円,シンオウ地方,217ばんどうろ,9,,
1518,シズル,エリートトレーナー,4,ダイヤモンド・パール,ロゼリア,アズマオウ,,,,,sf,2220円、3300円,シンオウ地方,217ばんどうろ,9,,
1519,ヒョウ,エリートトレーナー,4,ダイヤモンド・パール,フローゼル,ニューラ,,,,,sm,2220円,シンオウ地方,キッサキジム,9,,
1520,ミズホ,エリートトレーナー,4,ダイヤモンド・パール,ユキカブリ,,,,,,sf,2340円,シンオウ地方,キッサキジム,9,,
1521,ヒデキ,エリートトレーナー,4,ダイヤモンド・パール,ヌオー,,,,,,sm,2340円,シンオウ地方,キッサキジム,9,,
1522,トキコ,エリートトレーナー,4,ダイヤモンド・パール,ペリッパー,ゴルダック,ハガネール,,,,sf,2220円,シンオウ地方,キッサキジム,9,,
1523,ヨシオ,エリートトレーナー,4,ダイヤモンド・パール,ユキカブリ,,,,,,sm,2340円,シンオウ地方,キッサキジム,9,,
1524,レイミ,エリートトレーナー,4,ダイヤモンド・パール,ニューラ,ドククラゲ,,,,,sf,2220円,シンオウ地方,キッサキジム,9,,
1525,ナズナ,エリートトレーナー,4,ダイヤモンド・パール,ユンゲラー,ライチュウ,,,,,f,2640円,シンオウ地方,ナギサジム,9,,
1526,ショウマ,エリートトレーナー,4,ダイヤモンド・パール,ハガネール,チャーレム,,,,,m,2640円,シンオウ地方,ナギサジム,9,,
1527,ミコト,エリートトレーナー,4,ダイヤモンド・パール,ゴルダック,ハピナス,,,,,f,2880円,シンオウ地方,チャンピオンロード,9,,
1528,ゴウ,エリートトレーナー,4,ダイヤモンド・パール,ギャロップ,マスキッパ,ラムパルド,,,,m,2880円,シンオウ地方,チャンピオンロード,9,,
1529,アスカ,エリートトレーナー,4,ダイヤモンド・パール,ピクシー,ドダイトス,,,,,f,2880円,シンオウ地方,チャンピオンロード,9,,
1530,マイト,エリートトレーナー,4,ダイヤモンド・パール,ドンカラス,,,,,,m,2940円,シンオウ地方,チャンピオンロード,9,,
1531,タクフミ,エリートトレーナー,4,ダイヤモンド・パール,ビーダル,ギャロップ,アゲハント,,,,m,3240円,シンオウ地方,チャンピオンロード,9,,
1532,アヤノ,エリートトレーナー,4,ダイヤモンド・パール,パチリス,マリルリ,ハピナス,,,,f,3240円,シンオウ地方,チャンピオンロード,9,,
1533,ヒビキ,エリートトレーナー,4,ダイヤモンド・パール,ライチュウ,トリトドン,,,,,m,3300円,シンオウ地方,チャンピオンロード,9,,
1534,モモカ,エリートトレーナー,4,ダイヤモンド・パール,ミミロップ,ヌオー,ペリッパー,,,,f,3240円,シンオウ地方,チャンピオンロード,9,,
1535,ハルノブ,エリートトレーナー,4,ダイヤモンド・パール,ニョロゾ,ギャラドス,,,,,m,3240円,シンオウ地方,224ばんどうろ,9,,
1536,ヒトミ,エリートトレーナー,4,ダイヤモンド・パール,メタグロス,,,,,,f,3360円,シンオウ地方,224ばんどうろ,9,,
1537,ショウイチ,エリートトレーナー,4,ダイヤモンド・パール,ベロリンガ,ミルタンク,,,,,m,3180円、3600円,シンオウ地方,225ばんどうろ,9,,
1538,ミツハル,エリートトレーナー,4,ダイヤモンド・パール,カイロス,グラエナ,,,,,m,3180円,シンオウ地方,225ばんどうろ,9,,
1539,ショウコ,エリートトレーナー,4,ダイヤモンド・パール,モココ（デンリュウ）,トロピウス,,,,,f,3180円、3600円,シンオウ地方,225ばんどうろ,9,,
1540,マナブ,エリートトレーナー,4,ダイヤモンド・パール,エアームド,,,,,,m,3360円,シンオウ地方,226ばんすいどう,9,,
1541,クニオ,エリートトレーナー,4,ダイヤモンド・パール,ケンタロス,,,,,,m,3300円、3720円,シンオウ地方,227ばんどうろ,9,,
1542,ミワコ,エリートトレーナー,4,ダイヤモンド・パール,ニャース,ペルシアン,スリーパー,,,,f,3360円,シンオウ地方,227ばんどうろ,9,,
1543,ナオキ,エリートトレーナー,4,ダイヤモンド・パール,ゴルダック,サンドパン,,,,,m,3300円,シンオウ地方,228ばんどうろ,9,,
1544,トシエ,エリートトレーナー,4,ダイヤモンド・パール,エテボース,ギャロップ,ラッキー,,,,f,3240円、3540円,シンオウ地方,228ばんどうろ,9,,
1545,サツキ,エリートトレーナー,4,ダイヤモンド・パール,エネコロロ,ヤンヤンマ,,,,,f,3300円,シンオウ地方,228ばんどうろ,9,,
1546,ダイアン,エリートトレーナー,4,ダイヤモンド・パール,グラエナ,キルリア,,,,,f,3300円,シンオウ地方,229ばんどうろ,9,,
1547,バトラー,エリートトレーナー,4,ダイヤモンド・パール,サマヨール,ボーマンダ,,,,,m,3300円,シンオウ地方,229ばんどうろ,9,,
1548,チトセ,エリートトレーナー,4,ダイヤモンド・パール,グランブル,,,,,,f,3420円,シンオウ地方,229ばんどうろ,9,,
1549,マコト,エリートトレーナー,4,ダイヤモンド・パール,オコリザル,コータス,,,,,m,3420円,シンオウ地方,ハードマウンテン,9,,
1550,レイコ,エリートトレーナー,4,ダイヤモンド・パール,オドシシ,マスキッパ,,,,,f,3480円,シンオウ地方,ハードマウンテン,9,,
1551,ユウヤ,エリートトレーナー,4,ダイヤモンド・パール,ヨーギラス,マグカルゴ,,,,,m,3420円,シンオウ地方,ハードマウンテン,9,,
1552,シノブ,エリートトレーナー,4,ダイヤモンド・パール,ドラピオン,,,,,,f,3540円,シンオウ地方,ハードマウンテン,9,,
1553,エイイチ,エリートトレーナー,4,ダイヤモンド・パール,プテラ,,,,,,m,3540円,シンオウ地方,ハードマウンテン,9,,
1554,コトミ,エリートトレーナー,4,ダイヤモンド・パール,ガルーラ,リングマ,,,,,f,3420円,シンオウ地方,ハードマウンテン,9,,
1555,ヒデユキ,エリートトレーナー,4,ダイヤモンド・パール,ドゴーム,ラムパルド,,,,,m,3420円,シンオウ地方,ハードマウンテン,9,,
1556,ミサト,エリートトレーナー,4,ダイヤモンド・パール,ノコッチ,ガラガラ,ストライク,,,,f,3360円,シンオウ地方,ハードマウンテン,9,,
1557,ウユカ,エリートトレーナー,4b,プラチナ,ゴースト,ムウマ,,,,,f,1440円,シンオウ地方,ヨスガジム,10,,
1558,レイト,エリートトレーナー,4b,プラチナ,ゴース,ゴース,ゴースト,,,,m,1440円,シンオウ地方,ヨスガジム,10,,
1559,エリナ,エリートトレーナー,4b,プラチナ,ロゼリア（ロズレイド）,ラルトス（キルリア、サーナイト）,ベロリンガ（ベロベルト）,,,,f,1500円、2700円、3660円,シンオウ地方,215ばんどうろ,10,,
1560,カツマサ,エリートトレーナー,4b,プラチナ,グライガー（グライオン）,ブイゼル（フローゼル）,フワライド,,,,m,1500円、2700円、3540円,シンオウ地方,215ばんどうろ,10,,
1561,スズカ,エリートトレーナー,4b,プラチナ,エイパム,キリンリキ,ハヤシガメ,,,,f,1980円,シンオウ地方,210ばんどうろ,10,,
1562,ジュンヤ,エリートトレーナー,4b,プラチナ,ストライク,ダイノーズ,ルクシオ,,,,m,2040円,シンオウ地方,210ばんどうろ,10,,
1563,ホノカ,エリートトレーナー,4b,プラチナ,チェリム,マリルリ,ミミロップ,,,,f,2100円、3360円,シンオウ地方,221ばんどうろ,10,,
1564,アキラ,エリートトレーナー,4b,プラチナ,ムクホーク,キリンリキ,,,,,m,2160円、3300円,シンオウ地方,221ばんどうろ,10,,
1565,カツヨシ,エリートトレーナー,4b,プラチナ,ヌオー,ムクホーク,ヒポポタス,,,,m,2280円,シンオウ地方,こうてつじま,10,,
1566,レイナ,エリートトレーナー,4b,プラチナ,ミミロップ,チャーレム,キルリア,,,,f,2100円,シンオウ地方,こうてつじま,10,,
1567,タクミ,エリートトレーナー,4b,プラチナ,ハッサム,,,,,,m,2400円,シンオウ地方,ミオジム,10,,
1568,マユコ,エリートトレーナー,4b,プラチナ,ドーミラー,ドーミラー,ドーミラー,,,,f,2280円,シンオウ地方,ミオジム,10,,
1569,ユウマ,エリートトレーナー,4b,プラチナ,エテボース,ポリゴン２,,,,,sm,2400円,シンオウ地方,216ばんどうろ,10,,
1570,マドカ,エリートトレーナー,4b,プラチナ,ゴルダック,ギャロップ,ウソッキー,,,,sf,2280円,シンオウ地方,216ばんどうろ,10,,
1571,ナオコ,エリートトレーナー,4b,プラチナ,トロピウス,,,,,,sf,2520円,シンオウ地方,216ばんどうろ,10,,
1572,ヒロユキ,エリートトレーナー,4b,プラチナ,バリヤード,サマヨール,ストライク,,,,sm,2340円,シンオウ地方,216ばんどうろ,10,,
1573,ミキト,エリートトレーナー,4b,プラチナ,エレブー（エレキブル）,ブーバー（ブーバーン）,,,,,sm,2400円、3240円,シンオウ地方,217ばんどうろ,10,,
1574,シズル,エリートトレーナー,4b,プラチナ,キルリア（サーナイト）,アズマオウ,ミミロル（ミミロップ）,,,,sf,2280円、3120円,シンオウ地方,217ばんどうろ,10,,
1575,ヨシオ,エリートトレーナー,4b,プラチナ,オニゴーリ,,,,,,sm,2640円,シンオウ地方,キッサキジム,10,,
1576,トキコ,エリートトレーナー,4b,プラチナ,ユキワラシ,ユキワラシ,オニゴーリ,,,,sf,2220円,シンオウ地方,キッサキジム,10,,
1577,ヒョウ,エリートトレーナー,4b,プラチナ,ユキカブリ,ニューラ,,,,,sm,2520円,シンオウ地方,キッサキジム,10,,
1578,ヒデキ,エリートトレーナー,4b,プラチナ,イノムー,,,,,,sm,2640円,シンオウ地方,キッサキジム,10,,
1579,ミズホ,エリートトレーナー,4b,プラチナ,ニューラ,ユキワラシ,ユキカブリ,,,,sf,2460円,シンオウ地方,キッサキジム,10,,
1580,レイミ,エリートトレーナー,4b,プラチナ,ニューラ,ニューラ,,,,,sf,2580円,シンオウ地方,キッサキジム,10,,
1581,ナズナ,エリートトレーナー,4b,プラチナ,エレブー,ライチュウ,,,,,f,2880円,シンオウ地方,ナギサジム,10,,
1582,ショウマ,エリートトレーナー,4b,プラチナ,エレブー,レアコイル,,,,,m,2880円,シンオウ地方,ナギサジム,10,,
1583,ミコト,エリートトレーナー,4b,プラチナ,ハピナス,オニゴーリ,ジバコイル,,,,f,2880円,シンオウ地方,チャンピオンロード,10,,
1584,ゴウ,エリートトレーナー,4b,プラチナ,マンムー,ガーメイル,ラムパルド,,,,m,2880円,シンオウ地方,チャンピオンロード,10,,
1585,アスカ,エリートトレーナー,4b,プラチナ,ピクシー,ドダイトス,,,,,f,2880円,シンオウ地方,チャンピオンロード,10,,
1586,マイト,エリートトレーナー,4b,プラチナ,サイドン,マスキッパ,,,,,m,2880円,シンオウ地方,チャンピオンロード,10,,
1587,タクフミ,エリートトレーナー,4b,プラチナ,メタング,ルンパッパ,,,,,m,3360円,シンオウ地方,チャンピオンロード,10,,
1588,アヤノ,エリートトレーナー,4b,プラチナ,ガラガラ,ガルーラ,,,,,f,3420円,シンオウ地方,チャンピオンロード,10,,
1589,ヒビキ,エリートトレーナー,4b,プラチナ,トリトドン,スピアー,マルマイン,,,,m,3300円,シンオウ地方,チャンピオンロード,10,,
1590,モモカ,エリートトレーナー,4b,プラチナ,マルノーム,キュウコン,ジバコイル,,,,f,3240円,シンオウ地方,チャンピオンロード,10,,
1591,ハルノブ,エリートトレーナー,4b,プラチナ,コノハナ,ギャラドス,,,,,m,3240円,シンオウ地方,224ばんどうろ,10,,
1592,ヒトミ,エリートトレーナー,4b,プラチナ,メタグロス,,,,,,f,3600円,シンオウ地方,224ばんどうろ,10,,
1593,ショウイチ,エリートトレーナー,4b,プラチナ,スターミー,ビブラーバ（フライゴン）,,,,,m,3360円、3720円,シンオウ地方,225ばんどうろ,10,,
1594,ミツハル,エリートトレーナー,4b,プラチナ,カイロス,ランターン,,,,,m,3360円,シンオウ地方,225ばんどうろ,10,,
1595,ショウコ,エリートトレーナー,4b,プラチナ,モココ（デンリュウ）,トロピウス,,,,,f,3360円、3720円,シンオウ地方,225ばんどうろ,10,,
1596,マナブ,エリートトレーナー,4b,プラチナ,バルキー,エビワラー,,,,,m,3540円,シンオウ地方,226ばんすいどう,10,,
1597,クニオ,エリートトレーナー,4b,プラチナ,ケンタロス,,,,,,m,3660円、3780円,シンオウ地方,227ばんどうろ,10,,
1598,ミワコ,エリートトレーナー,4b,プラチナ,ハブネーク,ペルシアン,アブソル,,,,f,3360円,シンオウ地方,227ばんどうろ,10,,
1599,ナオキ,エリートトレーナー,4b,プラチナ,ゴルダック,サンドパン,ライボルト,,,,m,3300円,シンオウ地方,228ばんどうろ,10,,
1600,ユフコ,エリートトレーナー,4b,プラチナ,サンドパン,トリトドン,ネンドール,,,,f,3420円、3600円,シンオウ地方,228ばんどうろ,10,,
1601,サツキ,エリートトレーナー,4b,プラチナ,エネコロロ,ユキノオー,,,,,f,3300円,シンオウ地方,228ばんどうろ,10,,
1602,ダイアン,エリートトレーナー,4b,プラチナ,グラエナ,キルリア,,,,,f,3360円,シンオウ地方,229ばんどうろ,10,,
1603,バトラー,エリートトレーナー,4b,プラチナ,サマヨール,ボーマンダ,,,,,m,3360円,シンオウ地方,229ばんどうろ,10,,
1604,チトセ,エリートトレーナー,4b,プラチナ,ダグトリオ,ライチュウ,キュウコン,,,,f,3240円,シンオウ地方,229ばんどうろ,10,,
1605,マコト,エリートトレーナー,4b,プラチナ,オコリザル,ジュペッタ,エレブー,,,,m,3540円,シンオウ地方,ハードマウンテン,10,,
1606,レイコ,エリートトレーナー,4b,プラチナ,ワタッコ,デンリュウ,イワーク,,,,f,3540円,シンオウ地方,ハードマウンテン,10,,
1607,ユウヤ,エリートトレーナー,4b,プラチナ,サナギラス,ドダイトス,,,,,m,3660円,シンオウ地方,ハードマウンテン,10,,
1608,シノブ,エリートトレーナー,4b,プラチナ,ドラピオン,,,,,,f,3660円,シンオウ地方,ハードマウンテン,10,,
1609,エイイチ,エリートトレーナー,4b,プラチナ,オニゴーリ,クロバット,,,,,m,3600円,シンオウ地方,ハードマウンテン,10,,
1610,コトミ,エリートトレーナー,4b,プラチナ,レントラー,リングマ,グライオン,,,,f,3480円,シンオウ地方,ハードマウンテン,10,,
1611,ヒデユキ,エリートトレーナー,4b,プラチナ,ドゴーム,ラムパルド,ペリッパー,,,,m,3480円,シンオウ地方,ハードマウンテン,10,,
1612,ミサト,エリートトレーナー,4b,プラチナ,プクリン,サーナイト,チャーレム,,,,f,3480円,シンオウ地方,ハードマウンテン,10,,
1613,ナオズミ,エリートトレーナー,2c,ハートゴールド・ソウルシルバー,アブソル,フーディン,,,,,m,2820円,ジョウト地方,1ばんどうろ,11,,
1614,ヤスタカ,エリートトレーナー,2c,ハートゴールド・ソウルシルバー,オドシシ,ケンタロス,,,,,m,3120円,ジョウト地方,トキワジム,11,,
1615,アキエ,エリートトレーナー,2c,ハートゴールド・ソウルシルバー,ヤドキング,ベロベルト,,,,,f,3180円,ジョウト地方,トキワジム,11,,
1616,ヨシノリ,エリートトレーナー,2c,ハートゴールド・ソウルシルバー,パッチール,ウソッキー,,,,,m,3120円,ジョウト地方,トキワジム,11,,
1617,ひかる,エリートトレーナー,2c,ハートゴールド・ソウルシルバー,メガニウム,バクフーン,オーダイル,,,,m,1バトルポイント,ジョウト地方,トレーナーハウス,11,,
1618,ナツキ,エリートトレーナー,5,ブラック・ホワイト,ココロモリ,,,,,,m,1620円,イッシュ地方,ライモンシティ,12,,
1619,タクミ,エリートトレーナー,5,ブラック・ホワイト,アーケン,,,,,,m,1860円,イッシュ地方,でんきいしのほらあな,12,,
1620,サヤ,エリートトレーナー,5,ブラック・ホワイト,モグリュー,ゼブライカ,,,,,f,1800円,イッシュ地方,でんきいしのほらあな,12,,
1621,ステラ,エリートトレーナー,5,ブラック・ホワイト,ゴチム,ドレディア,コアルヒー,,,,f,1740円,イッシュ地方,でんきいしのほらあな,12,,
